-0.008279311	0.041643735	-0.017667824	0.008097687	-0.003252208	7.582727e-05	-0.0062054927	0.0029159698	-0.01843822	0.005783876	0.0039859572	-0.0047778236	-0.004057883	0.02207663	0.0047185947	-0.005227346
-0.13206021	0.09614348	-0.11565437	-0.086450376	-0.048725877	0.024045521	-0.15384808	0.038479228	-0.058789328	-0.12141465	-0.015190209	0.1406849	0.030372532	-0.098741524	-0.076297335	0.03358612
0.07265394	-0.024144739	0.10372081	-0.033714537	0.20169374	-0.03615324	-0.12037936	0.03582411	0.1580915	-0.088400304	0.024180524	-0.162853	-0.07126097	0.036541738	-0.018253898	-0.15725453
-0.2599253	-0.2914295	0.18904181	-0.17820828	-0.185613	-0.27748767	-0.014142129	-0.07931363	-0.23507494	-0.26957864	0.27215648	0.13805315	-0.34891146	0.25165844	0.07897155	-0.038063616
-0.16789454	-0.02652777	-0.017054627	-0.15110847	-0.001270916	-0.10382318	-0.11540439	-0.047071163	-0.06695636	-0.07268168	0.061311573	0.07037259	-0.028952595	-0.016075999	0.10118325	0.08017766
-0.16042373	0.0034461713	0.013877692	-0.121966556	-0.00561411	-0.062730506	-0.15616398	-0.026857072	-0.07903271	-0.24921976	-0.0085019795	0.056014918	-0.017579146	0.08903872	-0.025390046	-0.07537829
-0.31098562	-0.22196494	0.27241188	-0.059673112	-0.07544024	-0.23526694	-0.03352941	-0.19231999	-0.24400236	-0.07717699	0.22172394	0.3430368	-0.31176695	0.16783522	0.31396374	-0.08512554
-0.12707187	0.0626851	0.03287161	-0.13801317	0.031111494	-0.030954912	-0.22626784	0.007617523	-0.07279933	-0.03091851	0.04887471	0.18904194	-0.04522068	-0.06193658	0.050711073	-0.039478645
-0.21338679	-0.20370325	0.23273396	0.17293999	-0.04311011	-0.27846247	0.105207466	-0.13952278	-0.022189738	-0.26686266	0.20811276	0.14143334	-0.26154917	0.3080579	0.05808882	-0.27342784
-0.18961164	-0.041154735	-0.050972547	-0.00022640229	0.035901733	0.014828051	-0.22167887	-0.0014733411	-0.06995112	-0.22224435	0.07217665	0.2839267	0.0025804748	-0.0066268174	0.061969284	-0.064807124
-0.4441783	-0.25976977	0.13695684	-0.032956883	-0.29949427	-0.2178514	-0.06293967	-0.14783578	-0.27257532	-0.5056208	0.22547805	0.23754884	-0.30867344	0.31050554	0.029139835	-0.17720576
-0.03698564	0.08833546	-0.057254236	0.2164658	-0.036395248	-0.04368218	0.15391771	-0.08946297	0.06574059	-0.098386765	-0.012250866	-0.042388543	0.13810387	0.010736031	-0.01796783	-0.022312306
-0.15921955	-0.124686845	0.13103954	0.16871835	-0.14442652	-0.2925578	0.18080021	-0.071865894	-0.08450705	0.039891988	0.040288992	0.012732038	-0.14161244	0.1340195	0.0947022	-0.18261038
0.17757659	0.22967605	-0.27795565	0.002942949	0.16574158	0.110512696	-0.019429287	0.17548262	0.17676711	0.1714253	-0.22659767	-0.12551287	0.2732118	-0.25137174	-0.23433417	0.0021993422
-0.05272978	-0.17753573	0.13971375	-0.030942488	0.004442965	0.034789015	-0.24748474	-0.11736222	0.101650655	-0.23372805	0.05341002	0.465634	-0.023954397	0.023077061	0.13731742	-0.11333865
-0.0437812	-0.14897773	0.08669476	-0.02605707	0.09561705	-0.07242775	-0.11048764	-0.05171569	-0.015258623	-0.15835086	0.074123204	0.07015593	-0.09503399	-0.0076204245	0.1332579	-0.038289495
-0.05110864	0.042767335	-0.022035912	-0.15748422	0.0645359	-0.053532653	-0.03762102	-0.048606433	-0.04400837	-0.072667085	0.016626764	0.12387466	-0.046092365	0.01086898	-0.15720534	-0.044199783
-0.045283712	-0.013806185	0.09636182	-0.06697385	-0.13848965	0.04294768	-0.040549602	-0.08216655	-0.082079455	0.008835611	0.13207708	0.1638904	-0.12014588	-0.0024934446	0.0105689075	-0.12026008
-0.18055093	0.18195738	-0.120017216	-0.16737153	-0.030305672	0.20257181	-0.110236816	0.05580602	-0.20501077	0.15353969	-0.12746787	0.09963617	0.15197192	-0.16646463	-0.111246035	0.119880326
-0.124847405	-0.08679591	0.105891526	0.03812947	0.058280773	-0.11109489	-0.13167201	-0.025259284	-0.06413973	0.015695032	0.06883339	0.04724089	-0.105833225	0.041903224	0.19673946	-0.11131549
-0.19754054	-0.028025458	0.102707624	-0.08141654	-0.028758803	-0.04266657	-0.029302886	-0.22330147	0.01807396	-0.12758885	0.104488455	0.35100663	-0.038778666	-0.067018956	0.028660586	-0.098525934
-0.08274595	0.012903218	-0.025557956	0.023095118	0.14234628	0.061254986	-0.17203128	0.13415249	-0.07796638	-0.046809096	0.055167817	0.17227146	0.049649674	-0.0025474315	-0.06253053	-0.057679724
-0.066341095	0.12708178	0.011496882	-0.2774777	0.16465403	-0.07279288	0.040216293	0.032221	-0.26568905	-0.030200008	0.16969064	-0.052821707	-0.07481315	0.0332541	-0.13956003	-0.016028807
-0.10281064	0.037833832	-0.09364619	-0.01764067	0.046186842	0.050118648	-0.11706138	0.093416214	-0.08969036	0.019976392	-0.0206198	0.08550004	-0.013181608	-0.085386835	-0.107171506	-0.05781342
-0.15030037	0.036212664	0.014008453	0.11935313	0.013442395	-0.09055029	-0.04910487	0.032474604	0.16179714	-0.02253243	-0.013142569	-0.05869438	0.013005486	0.103607014	-0.016222782	-0.15016665
-0.3008484	-0.1711392	0.09499833	-0.26939982	-0.21590284	-0.08795324	-0.3200117	-0.18587029	-0.29162994	-0.3962261	0.21809617	0.39162818	-0.11786403	0.08497668	0.09456022	-0.08851898
-0.21311936	-0.04478639	0.02146764	-0.028924786	0.061497606	0.042553853	-0.1731965	-0.020641545	-0.2939792	-0.08495334	0.07942216	0.116107084	-0.09561383	0.05527806	0.06751961	0.06863584
-0.11404322	-0.053127863	-0.07400297	-0.27857846	0.117184505	-0.06330961	-0.13231544	0.09390736	-0.030177321	-0.1857279	0.10111111	-0.102743715	-0.112377614	0.100797154	-0.15909317	-0.08689727
0.00058792374	0.06589755	-0.120316654	-0.08717428	0.075853966	0.06547432	-0.02116567	0.025493	-0.06968201	0.016743345	-0.051312044	-0.056929525	0.051525977	-0.09928284	0.022430027	0.2215227
-0.18767935	-0.097105905	0.08572529	0.031969454	-0.11668669	-0.14433762	0.0080291	-0.17285639	-0.109568566	-0.23897523	0.07509119	0.15954375	-0.06441128	0.17635931	0.11147263	0.0645243
